UPA,USO_DE_SU,Reclass,ABANDONED,CONSERVATION,FARMING,CATTLE,FORESTRY,LODGING,AGUA,ENERGIA_EL,TELEFONO_F,INTERNET,ALCANTARIL,VIAS_DE_AC,RIEGO,RELIEVE
588,PECUARIO,PECUARIO,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,LASTRADA,NO TIENE,PLANO
588,PECUARIO,PECUARIO,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,ASFALTADA,NO TIENE,ONDULADO
588,PECUARIO,PECUARIO,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,ASFALTADA,NO TIENE,ONDULADO
588,PECUARIO FORESTAL,PECUARIO,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,ASFALTADA,NO TIENE,PLANO
588,PECUARIO FORESTAL HABITACIONAL,PECUARIO,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,ASFALTADA,NO TIENE,PLANO
589,PECUARIO FORESTAL HABITACIONAL,PECUARIO,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,ASFALTADA,NO TIENE,PLANO
590,SIN APROVECHAMIENTO,SIN APROVECHAMIENTO,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,LASTRADA,NO TIENE,PLANO
591,PECUARIO CONSERVACIONAL HABITACIONAL,PECUARIO,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,DE VERANO,NO TIENE,ONDULADO
591,PECUARIO SIN APROVECHAMIENTO,PECUARIO,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NO TIENE,SIN INFORMACION,NO TIENE,NO TIENE,NO TIENE,DE VERANO,NO TIENE,PLANO
591,AGRICOLA PECUARIO,AGRICOLA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,DE VERANO,NO TIENE,PLANO
591,AGRICOLA SIN APROVECHAMIENTO,AGRICOLA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,DE VERANO,NO TIENE,PLANO
591,AGRICOLA PECUARIO,AGRICOLA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,DE VERANO,NO TIENE,ONDULADO
591,PECUARIO,PECUARIO,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,DE VERANO,NO TIENE,ONDULADO
592,SIN APROVECHAMIENTO,SIN APROVECHAMIENTO,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,ASFALTADA,NO TIENE,ONDULADO
592,SIN APROVECHAMIENTO,SIN APROVECHAMIENTO,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,ASFALTADA,NO TIENE,ABRUPTO
592,AGRICOLA SIN APROVECHAMIENTO,AGRICOLA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,ASFALTADA,NO TIENE,PLANO
592,SIN APROVECHAMIENTO,SIN APROVECHAMIENTO,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,DE VERANO,NO TIENE,PLANO
592,AGRICOLA SIN APROVECHAMIENTO,AGRICOLA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,ASFALTADA,NO TIENE,PLANO
592,PECUARIO,PECUARIO,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,ASFALTADA,NO TIENE,PLANO
592,SIN APROVECHAMIENTO,SIN APROVECHAMIENTO,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,DE VERANO,NO TIENE,PLANO
592,PECUARIO,PECUARIO,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,ASFALTADA,NO TIENE,PLANO
592,SIN APROVECHAMIENTO,SIN APROVECHAMIENTO,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,ASFALTADA,NO TIENE,ONDULADO
592,SIN APROVECHAMIENTO,SIN APROVECHAMIENTO,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,DE VERANO,NO TIENE,PLANO
592,AGRICOLA PECUARIO HABITACIONAL,AGRICOLA,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,NO TIENE,ENERGIA ELECTRICA PUBLICA,TELEFONO FIJO PUBLICO,INTERNET PRIVADO,NO TIENE,ASFALTADA,NO TIENE,PLANO
594,PECUARIO CONSERVACIONAL,PECUARIO,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,ASFALTADA,NO TIENE,PLANO
594,AGRICOLA,AGRICOLA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,ASFALTADA,NO TIENE,PLANO
595,SIN APROVECHAMIENTO,SIN APROVECHAMIENTO,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,LASTRADA,NO TIENE,PLANO
595,AGRICOLA PECUARIO,AGRICOLA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,LASTRADA,NO TIENE,PLANO
595,FORESTAL,FORESTAL,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,ASFALTADA,NO TIENE,PLANO
596,AGRICOLA,AGRICOLA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,LASTRADA,NO TIENE,PLANO
596,PECUARIO TURISMO HABITACIONAL,PECUARIO,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,ASFALTADA,NO TIENE,ONDULADO
597,AGRICOLA PECUARIO,AGRICOLA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,ASFALTADA,NO TIENE,PLANO
597,PECUARIO FORESTAL HABITACIONAL,PECUARIO,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,ASFALTADA,NO TIENE,PLANO
599,AGRICOLA FORESTAL,AGRICOLA,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,LASTRADA,NO TIENE,PLANO
600,AGRICOLA HABITACIONAL,AGRICOLA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,ASFALTADA,NO TIENE,PLANO
600,PECUARIO FORESTAL,PECUARIO,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,LASTRADA,NO TIENE,PLANO
601,PECUARIO HABITACIONAL,PECUARIO,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,ASFALTADA,NO TIENE,ONDULADO
601,AGRICOLA PECUARIO HABITACIONAL,AGRICOLA,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,DE VERANO,NO TIENE,ONDULADO
602,PECUARIO SIN APROVECHAMIENTO,PECUARIO,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,SENDERO,NO TIENE,ONDULADO
602,PECUARIO,PECUARIO,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,ASFALTADA,NO TIENE,ONDULADO
602,PECUARIO FORESTAL HABITACIONAL,PECUARIO,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,ASFALTADA,NO TIENE,ONDULADO
602,PECUARIO SIN APROVECHAMIENTO,PECUARIO,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,SENDERO,NO TIENE,ESCARPADO
602,PECUARIO HABITACIONAL,PECUARIO,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,ASFALTADA,NO TIENE,COLINADO
602,PECUARIO,PECUARIO,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,SENDERO,NO TIENE,PLANO
602,PECUARIO,PECUARIO,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,SENDERO,NO TIENE,PLANO
602,PECUARIO HABITACIONAL,PECUARIO,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,SIN INFORMACION,ENERGIA ELECTRICA PUBLICA,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,ASFALTADA,NO TIENE,PLANO
602,PECUARIO HABITACIONAL,PECUARIO,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,ASFALTADA,NO TIENE,PLANO
603,PECUARIO SIN APROVECHAMIENTO,PECUARIO,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,SENDERO,NO TIENE,ONDULADO
604,PECUARIO HABITACIONAL SIN APROVECHAMIENTO,PECUARIO,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,ASFALTADA,NO TIENE,PLANO
605,AGRICOLA PECUARIO FORESTAL,AGRICOLA,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,LASTRADA,NO TIENE,PLANO
606,PECUARIO,PECUARIO,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,ASFALTADA,NO TIENE,ONDULADO
606,TURISMO FORESTAL HABITACIONAL,CONSERVACION,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,ASFALTADA,NO TIENE,ONDULADO
606,PECUARIO,PECUARIO,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,ASFALTADA,NO TIENE,PLANO
606,PECUARIO SIN APROVECHAMIENTO,PECUARIO,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,ASFALTADA,NO TIENE,PLANO
606,SIN APROVECHAMIENTO,SIN APROVECHAMIENTO,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,ASFALTADA,NO TIENE,PLANO
607,PECUARIO SIN APROVECHAMIENTO,PECUARIO,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,ASFALTADA,NO TIENE,ONDULADO
607,SIN APROVECHAMIENTO,SIN APROVECHAMIENTO,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,SENDERO,NO TIENE,PLANO
608,AGRICOLA PECUARIO HABITACIONAL,AGRICOLA,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,ASFALTADA,NO TIENE,ONDULADO
609,PECUARIO FORESTAL HABITACIONAL,PECUARIO,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,ASFALTADA,NO TIENE,PLANO
610,AGRICOLA,AGRICOLA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,LASTRADA,NO TIENE,ONDULADO
610,PECUARIO FORESTAL HABITACIONAL,PECUARIO,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,ASFALTADA,NO TIENE,ONDULADO
611,FORESTAL HABITACIONAL,FORESTAL,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,LASTRADA,NO TIENE,PLANO
612,PECUARIO COMERCIAL HABITACIONAL,PECUARIO,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,ASFALTADA,NO TIENE,ONDULADO
613,AGRICOLA,AGRICOLA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,LASTRADA,NO TIENE,COLINADO
615,FORESTAL SIN APROVECHAMIENTO,FORESTAL,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,DE VERANO,NO TIENE,PLANO
615,FORESTAL,FORESTAL,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,DE VERANO,NO TIENE,PLANO
615,AGRICOLA FORESTAL HABITACIONAL,AGRICOLA,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,ASFALTADA,NO TIENE,PLANO
616,AGRICOLA PECUARIO SIN APROVECHAMIENTO,AGRICOLA,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,DE VERANO,NO TIENE,ONDULADO
617,HABITACIONAL SIN APROVECHAMIENTO,HABITACIONAL,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,SENDERO,NO TIENE,PLANO
618,AGRICOLA TURISMO,AGRICOLA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,LASTRADA,NO TIENE,PLANO
619,AGRICOLA HABITACIONAL SIN APROVECHAMIENTO,AGRICOLA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,SENDERO,NO TIENE,PLANO
619,PECUARIO FORESTAL SIN APROVECHAMIENTO,PECUARIO,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,LASTRADA,NO TIENE,ONDULADO
620,AGRICOLA FORESTAL HABITACIONAL SIN APROVECHAMIENTO,AGRICOLA,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,LASTRADA,NO TIENE,PLANO
621,AGRICOLA PECUARIO FORESTAL HABITACIONAL,AGRICOLA,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,SIN INFORMACION,LASTRADA,NO TIENE,PLANO
621,AGRICOLA PECUARIO FORESTAL,AGRICOLA,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,LASTRADA,NO TIENE,PLANO
622,AGRICOLA PECUARIO FORESTAL HABITACIONAL,AGRICOLA,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,SIN INFORMACION,DE VERANO,NO TIENE,PLANO
622,PECUARIO SIN APROVECHAMIENTO,PECUARIO,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,DE VERANO,NO TIENE,PLANO
623,AGRICOLA PECUARIO SIN APROVECHAMIENTO,AGRICOLA,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,LASTRADA,NO TIENE,PLANO
623,AGRICOLA HABITACIONAL,AGRICOLA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,SIN INFORMACION,LASTRADA,NO TIENE,ONDULADO
623,AGRICOLA SIN APROVECHAMIENTO,AGRICOLA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,LASTRADA,NO TIENE,PLANO
623,PECUARIO,PECUARIO,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,DE VERANO,NO TIENE,ONDULADO
623,AGRICOLA PECUARIO HABITACIONAL,AGRICOLA,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,DE VERANO,NO TIENE,ONDULADO
624,PECUARIO SIN APROVECHAMIENTO,PECUARIO,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,SIN INFORMACION,LASTRADA,NO TIENE,PLANO
625,SIN APROVECHAMIENTO,CONSERVACION,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,LASTRADA,NO TIENE,PLANO
625,AGRICOLA FORESTAL SIN APROVECHAMIENTO,AGRICOLA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,SIN INFORMACION,LASTRADA,NO TIENE,PLANO
625,AGRICOLA SIN APROVECHAMIENTO,AGRICOLA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,DE VERANO,NO TIENE,ONDULADO
625,PECUARIO SIN APROVECHAMIENTO,PECUARIO,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NO TIENE,NO TIENE,SIN INFORMACION,NO TIENE,NO TIENE,LASTRADA,NO TIENE,PLANO
625,SIN APROVECHAMIENTO,CONSERVACION,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,SENDERO,NO TIENE,PLANO
625,AGRICOLA PECUARIO HABITACIONAL,AGRICOLA,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,LASTRADA,NO TIENE,PLANO
625,PECUARIO,PECUARIO,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,DE VERANO,NO TIENE,PLANO
626,PECUARIO SIN APROVECHAMIENTO,PECUARIO,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,LASTRADA,NO TIENE,PLANO
626,PECUARIO SIN APROVECHAMIENTO,PECUARIO,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,LASTRADA,NO TIENE,PLANO
626,PECUARIO FORESTAL SIN APROVECHAMIENTO,PECUARIO,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,LASTRADA,NO TIENE,PLANO
626,PECUARIO FORESTAL HABITACIONAL SIN APROVECHAMIENTO,PECUARIO,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,LASTRADA,NO TIENE,PLANO
626,AGRICOLA PECUARIO HABITACIONAL SIN APROVECHAMIENTO,AGRICOLA,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,SIN INFORMACION,LASTRADA,NO TIENE,PLANO
627,AGRICOLA FORESTAL HABITACIONAL SIN APROVECHAMIENTO,AGRICOLA,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,NO TIENE,ENERGIA ELECTRICA PUBLICA,TEELFONO FIJO PRIVADO,NO TIENE,SIN INFORMACION,LASTRADA,NO TIENE,PLANO
627,AGRICOLA PECUARIO,AGRICOLA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,LASTRADA,NO TIENE,PLANO
627,PECUARIO FORESTAL SIN APROVECHAMIENTO,PECUARIO,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,LASTRADA,NO TIENE,PLANO
628,AGRICOLA SIN APROVECHAMIENTO,AGRICOLA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,DE VERANO,NO TIENE,PLANO
628,PECUARIO FORESTAL SIN APROVECHAMIENTO,PECUARIO,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,LASTRADA,NO TIENE,ONDULADO
629,AGRICOLA HABITACIONAL,AGRICOLA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,SIN INFORMACION,LASTRADA,NO TIENE,PLANO
629,PECUARIO FORESTAL SIN APROVECHAMIENTO,PECUARIO,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,LASTRADA,NO TIENE,ONDULADO
629,PECUARIO,PECUARIO,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,LASTRADA,NO TIENE,ONDULADO
630,AGRICOLA PECUARIO HABITACIONAL,AGRICOLA,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,LASTRADA,NO TIENE,PLANO
631,AGRICOLA PECUARIO SIN APROVECHAMIENTO,AGRICOLA,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,DE VERANO,NO TIENE,PLANO
632,AGRICOLA,AGRICOLA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,LASTRADA,NO TIENE,PLANO
632,FORESTAL,FORESTAL,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,LASTRADA,NO TIENE,PLANO
632,PECUARIO,PECUARIO,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,DE VERANO,NO TIENE,ONDULADO
632,AGRICOLA PECUARIO HABITACIONAL,AGRICOLA,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,DE VERANO,NO TIENE,PLANO
633,AGRICOLA PECUARIO SIN APROVECHAMIENTO,AGRICOLA,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,NO TIENE,ENERGIA ELECTRICA PUBLICA,TEELFONO FIJO PRIVADO,NO TIENE,SIN INFORMACION,LASTRADA,NO TIENE,PLANO
634,AGRICOLA PECUARIO HABITACIONAL SIN APROVECHAMIENTO,AGRICOLA,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,NO TIENE,ENERGIA ELECTRICA PUBLICA,NO TIENE,NO TIENE,NO TIENE,LASTRADA,NO TIENE,ONDULADO
634,SIN APROVECHAMIENTO,CONSERVACION,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,DE VERANO,NO TIENE,COLINADO
635,SIN APROVECHAMIENTO,CONSERVACION,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,SENDERO,NO TIENE,COLINADO
